core_id,st,maxtime,mintime,n_gps_samples,gps_satellites_avg,lat_avg,lat_fixed,lon_avg,lon_fixed,dist_diff_meters
33005c000a51353431383437,2018-06-19 16:55:43+00,2018-12-09 05:13:19+00,2018-07-01 00:01:03+00,96416,7.59721415532692,5.68427985709842,5.684213,-0.272680752095081,-0.272624,9.66853648040954
2e003b001251363038393739,2018-06-20 14:06:08+00,2018-12-19 12:03:29+00,2018-07-02 08:42:55+00,14831,5.77560515137213,5.61615904618698,5.616246,-0.243672658957589,-0.2436839,9.66643345175765
3f0026000347373334363431,2019-02-22 17:23:05+00,2019-08-31 17:52:45+00,2019-02-22 20:16:37+00,47572,4.77535104683427,5.5527027203397,5.5526165,-0.268799823614734,-0.2688091,9.56065109455031
500059000951343334363138,2018-06-20 10:49:34+00,2019-08-31 23:59:30+00,2018-07-01 00:01:19+00,283004,10.305073426524,5.61303199301397,5.612953,-0.283572701689682,-0.2835417,9.35567300914023
370029000d50483553343720,2019-03-01 22:34:14+00,2019-08-31 23:59:10+00,2019-03-01 22:35:08+00,163078,10.3320006377316,5.60981075078191,5.6097972,-0.228935364224497,-0.228852,9.31153617584851
4b0041001951353339373130,2019-04-16 21:02:37+00,2019-08-28 08:58:32+00,2019-04-17 07:21:55+00,22595,6.93728701040053,5.61866737287014,5.6186747,-0.259728172516043,-0.2598122,9.29918386785516
2e001f000f47373334363431,2019-02-28 20:23:05+00,2019-08-31 17:22:56+00,2019-03-13 11:00:21+00,1833,5.69285324604474,5.5995589939989,5.5994865,-0.252782195308237,-0.2527404,9.22564441841729
47001e000951353431383437,2018-06-18 18:18:20+00,2018-12-14 18:59:11+00,2018-07-01 00:00:18+00,148665,11.0533615847711,5.60469968649673,5.604629,-0.269927819412784,-0.2698843,9.15175953460058
1f002f000747373334363431,2019-03-26 20:08:45+00,2019-07-15 21:01:33+00,2019-03-27 02:25:17+00,10091,5.17015162025567,5.56784769438109,5.5678929,-0.204301502824299,-0.204232,9.14090892492493
1a0041001151363038393739,2019-04-16 20:59:02+00,2019-08-02 08:45:53+00,2019-04-16 21:02:07+00,28823,5.47129028900531,5.60745606501754,5.6075294,-0.268286485480345,-0.2683236,9.06165616796351
420035000d47373334363431,2019-03-04 18:15:42+00,2019-08-31 23:58:47+00,2019-03-04 18:32:00+00,110924,5.88470484295554,5.58081698993913,5.580834,-0.226771479787966,-0.2268506,8.92231808894867
3b0023000a47373334363431,2019-02-27 20:22:38+00,2019-02-28 06:45:13+00,2019-02-28 05:49:34+00,15,4,5.5620268,5.562029,-0.242165666666667,-0.2420863,8.75353603026936
45005e000951343334363138,2018-06-13 11:34:27+00,2019-08-31 20:17:16+00,2018-07-04 09:12:49+00,55769,5.53336082769998,5.61660446348326,5.616565,-0.24779969145941,-0.2478652,8.43159204093273
240057001151363038393739,2018-06-14 15:01:28+00,2019-04-15 19:28:15+00,2018-07-01 00:00:46+00,131851,10.194158557766,5.64392585590562,5.643888,-0.269711747753134,-0.269647,8.2690007240892
54003b001950483553353620,2019-02-22 18:35:04+00,2019-08-30 13:52:58+00,2019-02-23 15:05:43+00,6776,5.4892266824085,5.54429998155253,5.544226,-0.262431871458088,-0.2624442,8.26894334700585
3b0039000647373334363431,2019-02-26 18:04:12+00,2019-08-01 18:08:05+00,2019-02-28 15:21:42+00,631,5.49286846275753,5.53413832488115,5.5341512,-0.256020288431062,-0.2559465,8.25808653849218
3f0060001151363038393739,2018-06-19 13:27:10+00,2019-08-23 16:29:46+00,2018-07-01 00:01:34+00,131187,11.3609199082226,5.61802151281016,5.618001,-0.233375465213763,-0.2334458,8.07746422659566
3a002e000a47373334363431,2019-03-01 13:49:12+00,2019-08-10 18:14:09+00,2019-03-05 16:12:08+00,4516,5.92006200177148,5.58065281598759,5.5806874,-0.252101105403012,-0.2521656,8.06831687937942
2d001b000147373334363431,2019-03-08 15:51:15+00,2019-04-18 19:59:56+00,2019-03-15 18:54:28+00,277,5.52346570397112,5.57458662454874,5.5746498,-0.245994379061372,-0.2460308,8.03965377255801
370024001050483553343720,2019-02-22 22:26:58+00,2019-08-25 11:03:21+00,2019-02-22 22:27:58+00,163202,9.04672124116126,5.55699352968693,5.5569296,-0.269244965233256,-0.2692794,8.00566695690791
