core_id,st,maxtime,mintime,n_gps_samples,gps_satellites_avg,lat_avg,lat_fixed,lon_avg,lon_fixed,dist_diff_meters
450019000951343334363138,2018-06-19 16:46:46+00,2018-10-05 19:29:43+00,2018-09-03 06:07:28.005+00,260,5.73461538461538,5.61225273333334,5.61364,-0.261429538095238,-0.2634423,269.50926041374
21002e000b47373334363431,2019-02-25 18:42:03+00,2019-08-31 07:41:30+00,2019-02-25 18:42:42+00,97529,0.136256908201663,5.5618446065504,5.5642606,-0.259374691195236,-0.2595868,267.387834045402
48003c001151363038393739,2018-06-13 16:55:53+00,2019-02-08 01:21:15+00,2018-07-01 00:00:44+00,57031,1.77096666725114,5.6443430027638,5.646727,-0.302754768701636,-0.3029558,263.768520383512
1e0029000747373334363431,2019-03-04 18:52:40+00,2019-08-31 23:59:57+00,2019-03-04 18:53:32+00,158546,0.150120469769026,5.57977843382037,5.5820618,-0.248798476579287,-0.2485844,252.845098553377
3d0050000d50483553343720,2019-02-28 21:26:40+00,2019-08-31 23:59:59+00,2019-02-28 21:26:49+00,163932,0.0930568772417832,5.59838469871795,5.6004617,-0.253040415064102,-0.253838,245.292649371642
57002c000151353432393339,2018-06-18 18:23:48+00,2018-12-20 11:59:01+00,2018-07-01 00:01:11+00,130147,6.23737005078872,5.62082975765651,5.621392,-0.292653391304782,-0.2905104,244.261062950924
200032000747373334363431,2019-02-27 16:46:45+00,2019-08-31 23:58:56+00,2019-02-27 16:48:01+00,33266,3.39806408946071,5.55647847114993,5.554854,-0.250120446701885,-0.248659,240.909065387045
2e003b001251363038393739,2018-06-20 14:06:08+00,2018-12-19 12:03:29+00,2018-07-01 00:04:01+00,116559,0.849458214294906,5.61435072712787,5.616246,-0.243314402822032,-0.2436839,212.887794811361
500038001951353339373130,2018-06-19 12:22:53+00,2019-08-31 09:53:13+00,2018-07-01 00:00:55+00,159767,2.01492172976898,5.6206912140103,5.621957,-0.255365487691393,-0.2567482,206.674130687199
19002a000147373334363431,2019-03-01 19:53:50+00,2019-08-31 23:59:42+00,2019-03-01 19:54:09+00,154741,0.366586748179216,5.59885711398909,5.6005719,-0.235569012793626,-0.2357427,190.022465541531
35003d001050483553343720,2019-02-27 20:33:13+00,2019-05-08 17:20:25+00,2019-05-08 15:43:52+00,66,1.87878787878788,5.56283123809524,5.5614157,-0.241730095238095,-0.2410539,172.955092888902
2d002d000d50483553343720,2019-03-07 22:15:36+00,2019-07-25 09:42:33+00,2019-04-19 10:11:26+00,85821,0.247084047028117,5.55246562736294,5.5539482,-0.248468109877127,-0.2486913,165.29543383431
3f0028000347373334363431,2019-02-22 19:26:33+00,2019-08-31 23:59:43+00,2019-02-22 19:29:01+00,156129,0.245598191239296,5.55294973648988,5.5532463,-0.267681028776979,-0.2691136,161.28976732174
270019000f47373334363431,2019-06-11 18:48:55+00,2019-08-31 23:59:33+00,2019-06-11 18:49:41+00,62689,8.90443299462426,5.63742074756813,5.6373552,-0.235180090372083,-0.2365458,150.742808405427
530033001351363038393739,2018-06-14 18:09:51+00,2019-08-28 17:24:23+00,2018-07-01 00:00:19+00,267740,0.368839172331366,5.64581708119181,5.647147,-0.270039570705366,-0.2700393,146.623551640613
250058000151353432393339,2018-06-18 13:16:41+00,2018-12-13 22:40:06+00,2018-09-04 09:11:50+00,15579,9.01213171577123,5.62670557913712,5.627014,-0.304230451875161,-0.305523,146.504126221651
23005a000d50483553343720,2019-03-04 19:44:16+00,2019-06-29 05:57:35+00,2019-03-04 19:45:25+00,10056,0.0173031026252983,5.5806895,5.5819955,-0.248839,-0.2486046,146.287224859168
33005b001251363038393739,2019-04-17 23:19:22+00,2019-04-23 02:52:29+00,2019-04-17 23:19:53+00,4957,3.90175509380674,5.65193989849984,5.6516028,-0.26573880242579,-0.2645038,141.140084324883
330056001251363038393739,2018-06-20 15:21:37+00,2018-12-13 03:25:20+00,2018-07-01 00:00:35+00,55328,2.58037521688837,5.6225882755395,5.62219,-0.274561232749838,-0.2757772,141.068300456088
440059000951343334363138,2018-06-14 13:12:26+00,2019-08-31 23:58:14+00,2018-07-01 00:00:52+00,277026,0.671691465782995,5.63737750362813,5.638535,-0.269090552573944,-0.2695818,138.631292738214
42002b000951353431383437,2018-06-13 22:46:23+00,2019-06-03 08:30:35+00,2018-07-01 00:00:07+00,233646,10.6001129914486,5.6392304609565,5.638157,-0.278065953100548,-0.2786736,135.994757231156
200026001050483553343720,2019-03-04 17:36:28+00,2019-07-19 02:56:59+00,2019-03-04 17:36:32+00,120549,5.61916730955877,5.60371018431381,5.6047665,-0.230971861251548,-0.231556,133.079600917189
51003d000951343334363138,2018-06-14 08:59:36+00,2018-12-20 02:31:38+00,2018-07-01 00:00:08+00,32886,4.71200510855683,5.63499179567731,5.633857,-0.269635878342245,-0.2699868,130.956732065856
49005b001151363038393739,2018-06-20 11:03:36+00,2018-09-01 14:04:27+00,2018-07-01 00:00:11+00,25249,1.91263020317636,5.60741899229268,5.606476,-0.257821883979034,-0.2584927,127.586861827084
