Pair_ID,Origin_ID,Destination_ID,Dist_along_grid_meters,Destination_Rank
250049000d50483553343720 2/22/19 13:30 - 300043000c47373334363431 2/22/19 18:18,250049000d50483553343720 2/22/19 13:30 ,300043000c47373334363431 2/22/19 18:18,3138.850737,22
250049000d50483553343720 2/22/19 13:30 - 3e0020000d47373334363431 2/22/19 18:29,250049000d50483553343720 2/22/19 13:30 ,3e0020000d47373334363431 2/22/19 18:29,3176.404153,23
250049000d50483553343720 2/22/19 13:30 - 3d002e000d50483553343720 2/22/19 18:30,250049000d50483553343720 2/22/19 13:30 ,3d002e000d50483553343720 2/22/19 18:30,3400.574173,24
250049000d50483553343720 2/22/19 13:30 - 3d0038000647373334363431 2/22/19 18:30,250049000d50483553343720 2/22/19 13:30 ,3d0038000647373334363431 2/22/19 18:30,3461.999593,25
250049000d50483553343720 2/22/19 13:30 - 43002b000347373334363431 2/22/19 18:27,250049000d50483553343720 2/22/19 13:30 ,43002b000347373334363431 2/22/19 18:27,3615.921003,26
3f0021000147373334363431 2/22/19 15:14 - 3f0021000147373334363431 2/22/19 15:14,3f0021000147373334363431 2/22/19 15:14 ,3f0021000147373334363431 2/22/19 15:14,0,1
3f0021000147373334363431 2/22/19 15:14 - 2a0030000147373334363431 2/22/19 17:55,3f0021000147373334363431 2/22/19 15:14 ,2a0030000147373334363431 2/22/19 17:55,96.94421376,2
3f0021000147373334363431 2/22/19 15:14 - 1e0037000247373432363837 2/22/19 19:18,3f0021000147373334363431 2/22/19 15:14 ,1e0037000247373432363837 2/22/19 19:18,210.0726313,3
3f0021000147373334363431 2/22/19 15:14 - 2c0043000147373334363431 2/22/19 18:04,3f0021000147373334363431 2/22/19 15:14 ,2c0043000147373334363431 2/22/19 18:04,210.2559598,4
3f0021000147373334363431 2/22/19 15:14 - 4.00039E+23 2/22/19 16:07,3f0021000147373334363431 2/22/19 15:14 ,4.00039E+23 2/22/19 16:07,239.7447052,5
3f0021000147373334363431 2/22/19 15:14 - 4a0054000d50483553343720 2/22/19 17:01,3f0021000147373334363431 2/22/19 15:14 ,4a0054000d50483553343720 2/22/19 17:01,489.4519504,6
3f0021000147373334363431 2/22/19 15:14 - 2c0053000d50483553343720 2/27/19 10:28,3f0021000147373334363431 2/22/19 15:14 ,2c0053000d50483553343720 2/27/19 10:28,563.9379472,7
3f0021000147373334363431 2/22/19 15:14 - 3d002e000d50483553343720 2/27/19 17:44,3f0021000147373334363431 2/22/19 15:14 ,3d002e000d50483553343720 2/27/19 17:44,744.3777494,8
3f0021000147373334363431 2/22/19 15:14 - 2.70027E+23 2/27/19 19:53,3f0021000147373334363431 2/22/19 15:14 ,2.70027E+23 2/27/19 19:53,774.0087025,9
3f0021000147373334363431 2/22/19 15:14 - 4.00025E+23 2/22/19 18:25,3f0021000147373334363431 2/22/19 15:14 ,4.00025E+23 2/22/19 18:25,927.131361,10
3f0021000147373334363431 2/22/19 15:14 - 300043000c47373334363431 2/22/19 18:18,3f0021000147373334363431 2/22/19 15:14 ,300043000c47373334363431 2/22/19 18:18,984.2553116,11
3f0021000147373334363431 2/22/19 15:14 - 3e0020000d47373334363431 2/22/19 18:29,3f0021000147373334363431 2/22/19 15:14 ,3e0020000d47373334363431 2/22/19 18:29,1021.808727,12
3f0021000147373334363431 2/22/19 15:14 - 20003d000347373334363431 2/22/19 20:29,3f0021000147373334363431 2/22/19 15:14 ,20003d000347373334363431 2/22/19 20:29,1040.229815,13
3f0021000147373334363431 2/22/19 15:14 - 3f0028000347373334363431 2/22/19 19:26,3f0021000147373334363431 2/22/19 15:14 ,3f0028000347373334363431 2/22/19 19:26,1052.471248,14
3f0021000147373334363431 2/22/19 15:14 - 3d002e000d50483553343720 2/22/19 18:30,3f0021000147373334363431 2/22/19 15:14 ,3d002e000d50483553343720 2/22/19 18:30,1245.978748,15
3f0021000147373334363431 2/22/19 15:14 - 3d0038000647373334363431 2/22/19 18:30,3f0021000147373334363431 2/22/19 15:14 ,3d0038000647373334363431 2/22/19 18:30,1307.404167,16
3f0021000147373334363431 2/22/19 15:14 - 43002b000347373334363431 2/22/19 18:27,3f0021000147373334363431 2/22/19 15:14 ,43002b000347373334363431 2/22/19 18:27,1461.325577,17
3f0021000147373334363431 2/22/19 15:14 - 34002b000d50483553343720 2/22/19 22:04,3f0021000147373334363431 2/22/19 15:14 ,34002b000d50483553343720 2/22/19 22:04,1697.285236,18
3f0021000147373334363431 2/22/19 15:14 - 44002d000347373334363431 2/22/19 16:10,3f0021000147373334363431 2/22/19 15:14 ,44002d000347373334363431 2/22/19 16:10,1746.62245,19
3f0021000147373334363431 2/22/19 15:14 - 4.30039E+23 3/8/19 15:49,3f0021000147373334363431 2/22/19 15:14 ,4.30039E+23 3/8/19 15:49,1830.343314,20
3f0021000147373334363431 2/22/19 15:14 - 250049000d50483553343720 2/22/19 13:30,3f0021000147373334363431 2/22/19 15:14 ,250049000d50483553343720 2/22/19 13:30,2154.595426,21
3f0021000147373334363431 2/22/19 15:14 - 3.90024E+23 2/22/19 22:02,3f0021000147373334363431 2/22/19 15:14 ,3.90024E+23 2/22/19 22:02,2218.037461,22
3f0021000147373334363431 2/22/19 15:14 - 3.70024E+23 2/22/19 22:26,3f0021000147373334363431 2/22/19 15:14 ,3.70024E+23 2/22/19 22:26,2392.865557,23
3f0021000147373334363431 2/22/19 15:14 - 4.50032E+23 2/25/19 21:01,3f0021000147373334363431 2/22/19 15:14 ,4.50032E+23 2/25/19 21:01,2880.820489,24
3f0021000147373334363431 2/22/19 15:14 - 1a0034000147373334363431 2/25/19 18:49,3f0021000147373334363431 2/22/19 15:14 ,1a0034000147373334363431 2/25/19 18:49,2899.679747,25
3f0021000147373334363431 2/22/19 15:14 - 35001d000247373334363431 2/25/19 21:04,3f0021000147373334363431 2/22/19 15:14 ,35001d000247373334363431 2/25/19 21:04,2905.482672,26
4.00039E+23 2/22/19 16:07 - 4.00039E+23 2/22/19 16:07,4.00039E+23 2/22/19 16:07 ,4.00039E+23 2/22/19 16:07,0,1
4.00039E+23 2/22/19 16:07 - 1e0037000247373432363837 2/22/19 19:18,4.00039E+23 2/22/19 16:07 ,1e0037000247373432363837 2/22/19 19:18,83.45195933,2
4.00039E+23 2/22/19 16:07 - 2c0043000147373334363431 2/22/19 18:04,4.00039E+23 2/22/19 16:07 ,2c0043000147373334363431 2/22/19 18:04,83.63528787,3
4.00039E+23 2/22/19 16:07 - 2a0030000147373334363431 2/22/19 17:55,4.00039E+23 2/22/19 16:07 ,2a0030000147373334363431 2/22/19 17:55,142.8004914,4
4.00039E+23 2/22/19 16:07 - 3f0021000147373334363431 2/22/19 15:14,4.00039E+23 2/22/19 16:07 ,3f0021000147373334363431 2/22/19 15:14,239.7447052,5
4.00039E+23 2/22/19 16:07 - 3d002e000d50483553343720 2/27/19 17:44,4.00039E+23 2/22/19 16:07 ,3d002e000d50483553343720 2/27/19 17:44,504.6330442,6
4.00039E+23 2/22/19 16:07 - 4.00025E+23 2/22/19 18:25,4.00039E+23 2/22/19 16:07 ,4.00025E+23 2/22/19 18:25,687.3866558,7
4.00039E+23 2/22/19 16:07 - 4a0054000d50483553343720 2/22/19 17:01,4.00039E+23 2/22/19 16:07 ,4a0054000d50483553343720 2/22/19 17:01,729.1966556,8
4.00039E+23 2/22/19 16:07 - 300043000c47373334363431 2/22/19 18:18,4.00039E+23 2/22/19 16:07 ,300043000c47373334363431 2/22/19 18:18,744.5106065,9
4.00039E+23 2/22/19 16:07 - 3e0020000d47373334363431 2/22/19 18:29,4.00039E+23 2/22/19 16:07 ,3e0020000d47373334363431 2/22/19 18:29,782.0640223,10
4.00039E+23 2/22/19 16:07 - 2c0053000d50483553343720 2/27/19 10:28,4.00039E+23 2/22/19 16:07 ,2c0053000d50483553343720 2/27/19 10:28,803.6826524,11
4.00039E+23 2/22/19 16:07 - 3d002e000d50483553343720 2/22/19 18:30,4.00039E+23 2/22/19 16:07 ,3d002e000d50483553343720 2/22/19 18:30,1006.234043,12
4.00039E+23 2/22/19 16:07 - 2.70027E+23 2/27/19 19:53,4.00039E+23 2/22/19 16:07 ,2.70027E+23 2/27/19 19:53,1013.753408,13
4.00039E+23 2/22/19 16:07 - 3d0038000647373334363431 2/22/19 18:30,4.00039E+23 2/22/19 16:07 ,3d0038000647373334363431 2/22/19 18:30,1067.659462,14
4.00039E+23 2/22/19 16:07 - 43002b000347373334363431 2/22/19 18:27,4.00039E+23 2/22/19 16:07 ,43002b000347373334363431 2/22/19 18:27,1221.580872,15
4.00039E+23 2/22/19 16:07 - 20003d000347373334363431 2/22/19 20:29,4.00039E+23 2/22/19 16:07 ,20003d000347373334363431 2/22/19 20:29,1279.97452,16
4.00039E+23 2/22/19 16:07 - 3f0028000347373334363431 2/22/19 19:26,4.00039E+23 2/22/19 16:07 ,3f0028000347373334363431 2/22/19 19:26,1292.215953,17
4.00039E+23 2/22/19 16:07 - 34002b000d50483553343720 2/22/19 22:04,4.00039E+23 2/22/19 16:07 ,34002b000d50483553343720 2/22/19 22:04,1937.029941,18
4.00039E+23 2/22/19 16:07 - 44002d000347373334363431 2/22/19 16:10,4.00039E+23 2/22/19 16:07 ,44002d000347373334363431 2/22/19 16:10,1986.367155,19
4.00039E+23 2/22/19 16:07 - 4.30039E+23 3/8/19 15:49,4.00039E+23 2/22/19 16:07 ,4.30039E+23 3/8/19 15:49,2070.08802,20
4.00039E+23 2/22/19 16:07 - 250049000d50483553343720 2/22/19 13:30,4.00039E+23 2/22/19 16:07 ,250049000d50483553343720 2/22/19 13:30,2394.340131,21
4.00039E+23 2/22/19 16:07 - 3.90024E+23 2/22/19 22:02,4.00039E+23 2/22/19 16:07 ,3.90024E+23 2/22/19 22:02,2457.782167,22
4.00039E+23 2/22/19 16:07 - 3.70024E+23 2/22/19 22:26,4.00039E+23 2/22/19 16:07 ,3.70024E+23 2/22/19 22:26,2632.610262,23
4.00039E+23 2/22/19 16:07 - 4.50032E+23 2/25/19 21:01,4.00039E+23 2/22/19 16:07 ,4.50032E+23 2/25/19 21:01,3120.565194,24
4.00039E+23 2/22/19 16:07 - 1a0034000147373334363431 2/25/19 18:49,4.00039E+23 2/22/19 16:07 ,1a0034000147373334363431 2/25/19 18:49,3139.424452,25
4.00039E+23 2/22/19 16:07 - 35001d000247373334363431 2/25/19 21:04,4.00039E+23 2/22/19 16:07 ,35001d000247373334363431 2/25/19 21:04,3145.227377,26
44002d000347373334363431 2/22/19 16:10 - 44002d000347373334363431 2/22/19 16:10,44002d000347373334363431 2/22/19 16:10 ,44002d000347373334363431 2/22/19 16:10,0,1
44002d000347373334363431 2/22/19 16:10 - 4.30039E+23 3/8/19 15:49,44002d000347373334363431 2/22/19 16:10 ,4.30039E+23 3/8/19 15:49,83.7208641,2
44002d000347373334363431 2/22/19 16:10 - 34002b000d50483553343720 2/22/19 22:04,44002d000347373334363431 2/22/19 16:10 ,34002b000d50483553343720 2/22/19 22:04,185.4825672,3
44002d000347373334363431 2/22/19 16:10 - 250049000d50483553343720 2/22/19 13:30,44002d000347373334363431 2/22/19 16:10 ,250049000d50483553343720 2/22/19 13:30,1254.69353,4
44002d000347373334363431 2/22/19 16:10 - 3.90024E+23 2/22/19 22:02,44002d000347373334363431 2/22/19 16:10 ,3.90024E+23 2/22/19 22:02,1318.135566,5
44002d000347373334363431 2/22/19 16:10 - 3.70024E+23 2/22/19 22:26,44002d000347373334363431 2/22/19 16:10 ,3.70024E+23 2/22/19 22:26,1492.963661,6
44002d000347373334363431 2/22/19 16:10 - 4a0054000d50483553343720 2/22/19 17:01,44002d000347373334363431 2/22/19 16:10 ,4a0054000d50483553343720 2/22/19 17:01,1727.209532,7
44002d000347373334363431 2/22/19 16:10 - 3f0021000147373334363431 2/22/19 15:14,44002d000347373334363431 2/22/19 16:10 ,3f0021000147373334363431 2/22/19 15:14,1746.62245,8
44002d000347373334363431 2/22/19 16:10 - 2c0053000d50483553343720 2/27/19 10:28,44002d000347373334363431 2/22/19 16:10 ,2c0053000d50483553343720 2/27/19 10:28,1801.695529,9
44002d000347373334363431 2/22/19 16:10 - 2a0030000147373334363431 2/22/19 17:55,44002d000347373334363431 2/22/19 16:10 ,2a0030000147373334363431 2/22/19 17:55,1843.566664,10
44002d000347373334363431 2/22/19 16:10 - 1e0037000247373432363837 2/22/19 19:18,44002d000347373334363431 2/22/19 16:10 ,1e0037000247373432363837 2/22/19 19:18,1956.695082,11
44002d000347373334363431 2/22/19 16:10 - 2c0043000147373334363431 2/22/19 18:04,44002d000347373334363431 2/22/19 16:10 ,2c0043000147373334363431 2/22/19 18:04,1956.87841,12
44002d000347373334363431 2/22/19 16:10 - 4.50032E+23 2/25/19 21:01,44002d000347373334363431 2/22/19 16:10 ,4.50032E+23 2/25/19 21:01,1980.918593,13
44002d000347373334363431 2/22/19 16:10 - 4.00039E+23 2/22/19 16:07,44002d000347373334363431 2/22/19 16:10 ,4.00039E+23 2/22/19 16:07,1986.367155,14
44002d000347373334363431 2/22/19 16:10 - 1a0034000147373334363431 2/25/19 18:49,44002d000347373334363431 2/22/19 16:10 ,1a0034000147373334363431 2/25/19 18:49,1999.777851,15
44002d000347373334363431 2/22/19 16:10 - 35001d000247373334363431 2/25/19 21:04,44002d000347373334363431 2/22/19 16:10 ,35001d000247373334363431 2/25/19 21:04,2005.580776,16
44002d000347373334363431 2/22/19 16:10 - 2.70027E+23 2/27/19 19:53,44002d000347373334363431 2/22/19 16:10 ,2.70027E+23 2/27/19 19:53,2011.766284,17
44002d000347373334363431 2/22/19 16:10 - 20003d000347373334363431 2/22/19 20:29,44002d000347373334363431 2/22/19 16:10 ,20003d000347373334363431 2/22/19 20:29,2277.987397,18
44002d000347373334363431 2/22/19 16:10 - 3f0028000347373334363431 2/22/19 19:26,44002d000347373334363431 2/22/19 16:10 ,3f0028000347373334363431 2/22/19 19:26,2290.228829,19
44002d000347373334363431 2/22/19 16:10 - 3d002e000d50483553343720 2/27/19 17:44,44002d000347373334363431 2/22/19 16:10 ,3d002e000d50483553343720 2/27/19 17:44,2491.0002,20
44002d000347373334363431 2/22/19 16:10 - 4.00025E+23 2/22/19 18:25,44002d000347373334363431 2/22/19 16:10 ,4.00025E+23 2/22/19 18:25,2673.753811,21
44002d000347373334363431 2/22/19 16:10 - 300043000c47373334363431 2/22/19 18:18,44002d000347373334363431 2/22/19 16:10 ,300043000c47373334363431 2/22/19 18:18,2730.877762,22
44002d000347373334363431 2/22/19 16:10 - 3e0020000d47373334363431 2/22/19 18:29,44002d000347373334363431 2/22/19 16:10 ,3e0020000d47373334363431 2/22/19 18:29,2768.431178,23
44002d000347373334363431 2/22/19 16:10 - 3d002e000d50483553343720 2/22/19 18:30,44002d000347373334363431 2/22/19 16:10 ,3d002e000d50483553343720 2/22/19 18:30,2992.601198,24
44002d000347373334363431 2/22/19 16:10 - 3d0038000647373334363431 2/22/19 18:30,44002d000347373334363431 2/22/19 16:10 ,3d0038000647373334363431 2/22/19 18:30,3054.026618,25
44002d000347373334363431 2/22/19 16:10 - 43002b000347373334363431 2/22/19 18:27,44002d000347373334363431 2/22/19 16:10 ,43002b000347373334363431 2/22/19 18:27,3207.948028,26
3.10024E+23 2/22/19 16:34 - 3.10024E+23 2/22/19 16:34,3.10024E+23 2/22/19 16:34 ,3.10024E+23 2/22/19 16:34,0,1
3.10024E+23 2/22/19 16:34 - 2a0035000147373334363431 2/22/19 18:24,3.10024E+23 2/22/19 16:34 ,2a0035000147373334363431 2/22/19 18:24,83.07350131,2
3.10024E+23 2/22/19 16:34 - 3d0029000d50483553343720 2/22/19 18:29,3.10024E+23 2/22/19 16:34 ,3d0029000d50483553343720 2/22/19 18:29,87.71766495,3
3.10024E+23 2/22/19 16:34 - 21003b000b47373334363431 3/7/19 22:14,3.10024E+23 2/22/19 16:34 ,21003b000b47373334363431 3/7/19 22:14,541.1217933,4
3.10024E+23 2/22/19 16:34 - 54003b001950483553353620 2/22/19 18:35,3.10024E+23 2/22/19 16:34 ,54003b001950483553353620 2/22/19 18:35,702.2811397,5
3.10024E+23 2/22/19 16:34 - 2.10025E+23 2/22/19 18:09,3.10024E+23 2/22/19 16:34 ,2.10025E+23 2/22/19 18:09,731.2165635,6
3.10024E+23 2/22/19 16:34 - 2e0041000e47373334363431 2/26/19 19:40,3.10024E+23 2/22/19 16:34 ,2e0041000e47373334363431 2/26/19 19:40,1656.915277,7
3.10024E+23 2/22/19 16:34 - 2d002d000d50483553343720 3/7/19 22:15,3.10024E+23 2/22/19 16:34 ,2d002d000d50483553343720 3/7/19 22:15,1932.315838,8
3.10024E+23 2/22/19 16:34 - 3b0039000647373334363431 2/26/19 18:04,3.10024E+23 2/22/19 16:34 ,3b0039000647373334363431 2/26/19 18:04,2089.457726,9
3.10024E+23 2/22/19 16:34 - 2.00032E+23 2/27/19 16:46,3.10024E+23 2/22/19 16:34 ,2.00032E+23 2/27/19 16:46,2099.450663,10
3.10024E+23 2/22/19 16:34 - 5.00025E+23 2/27/19 17:16,3.10024E+23 2/22/19 16:34 ,5.00025E+23 2/27/19 17:16,2181.85283,11
3.10024E+23 2/22/19 16:34 - 3e002d000d47373334363431 2/27/19 17:45,3.10024E+23 2/22/19 16:34 ,3e002d000d47373334363431 2/27/19 17:45,2604.913924,12
3.10024E+23 2/22/19 16:34 - 3.90032E+23 2/27/19 22:15,3.10024E+23 2/22/19 16:34 ,3.90032E+23 2/27/19 22:15,2672.63215,13
3.10024E+23 2/22/19 16:34 - 3d002b000d50483553343720 2/27/19 9:01,3.10024E+23 2/22/19 16:34 ,3d002b000d50483553343720 2/27/19 9:01,2726.320175,14
3.10024E+23 2/22/19 16:34 - 1f002c000d50483553343720 2/28/19 5:30,3.10024E+23 2/22/19 16:34 ,1f002c000d50483553343720 2/28/19 5:30,2727.403702,15
3.10024E+23 2/22/19 16:34 - 1c002a000747373334363431 2/27/19 6:34,3.10024E+23 2/22/19 16:34 ,1c002a000747373334363431 2/27/19 6:34,2776.572374,16
3.10024E+23 2/22/19 16:34 - 22003e000247373334363431 2/27/19 22:01,3.10024E+23 2/22/19 16:34 ,22003e000247373334363431 2/27/19 22:01,2793.820493,17
3.10024E+23 2/22/19 16:34 - 2b0029000147373334363431 2/26/19 18:09,3.10024E+23 2/22/19 16:34 ,2b0029000147373334363431 2/26/19 18:09,2848.691796,18
3.10024E+23 2/22/19 16:34 - 300042000e47373334363431 2/27/19 20:37,3.10024E+23 2/22/19 16:34 ,300042000e47373334363431 2/27/19 20:37,2855.998076,19
3.10024E+23 2/22/19 16:34 - 210058000d50483553343720 2/27/19 17:53,3.10024E+23 2/22/19 16:34 ,210058000d50483553343720 2/27/19 17:53,2860.844584,20
3.10024E+23 2/22/19 16:34 - 35002b000247373334363431 2/27/19 17:49,3.10024E+23 2/22/19 16:34 ,35002b000247373334363431 2/27/19 17:49,2893.433887,21
3.10024E+23 2/22/19 16:34 - 26001d000f47373334363431 2/26/19 16:39,3.10024E+23 2/22/19 16:34 ,26001d000f47373334363431 2/26/19 16:39,2915.374467,22
3.10024E+23 2/22/19 16:34 - 1d0039000747373334363431 2/26/19 19:21,3.10024E+23 2/22/19 16:34 ,1d0039000747373334363431 2/26/19 19:21,3259.011924,23
3.10024E+23 2/22/19 16:34 - 1a0033000147373334363431 2/27/19 10:46,3.10024E+23 2/22/19 16:34 ,1a0033000147373334363431 2/27/19 10:46,3262.694546,24
3.10024E+23 2/22/19 16:34 - 40003d001050483553343720 2/27/19 6:31,3.10024E+23 2/22/19 16:34 ,40003d001050483553343720 2/27/19 6:31,3263.038225,25
3.10024E+23 2/22/19 16:34 - 21002d000b47373334363431 2/26/19 12:16,3.10024E+23 2/22/19 16:34 ,21002d000b47373334363431 2/26/19 12:16,3276.468383,26
3.10024E+23 2/22/19 16:34 - 2c001b000147373334363431 2/26/19 14:02,3.10024E+23 2/22/19 16:34 ,2c001b000147373334363431 2/26/19 14:02,3292.073057,27
3.10024E+23 2/22/19 16:34 - 1.90034E+23 2/26/19 10:39,3.10024E+23 2/22/19 16:34 ,1.90034E+23 2/26/19 10:39,3327.75381,28
3.10024E+23 2/22/19 16:34 - 1.90031E+23 2/26/19 17:54,3.10024E+23 2/22/19 16:34 ,1.90031E+23 2/26/19 17:54,3341.848248,29
3.10024E+23 2/22/19 16:34 - 3b0023000a47373334363431 2/27/19 20:22,3.10024E+23 2/22/19 16:34 ,3b0023000a47373334363431 2/27/19 20:22,3414.372687,30
3.10024E+23 2/22/19 16:34 - 3b0023000a47373334363431 4/19/19 9:42,3.10024E+23 2/22/19 16:34 ,3b0023000a47373334363431 4/19/19 9:42,3414.745939,31
3.10024E+23 2/22/19 16:34 - 35003d001050483553343720 2/27/19 20:33,3.10024E+23 2/22/19 16:34 ,35003d001050483553343720 2/27/19 20:33,3441.752524,32
3.10024E+23 2/22/19 16:34 - 2.00028E+23 2/26/19 19:34,3.10024E+23 2/22/19 16:34 ,2.00028E+23 2/26/19 19:34,3553.688464,33
3.10024E+23 2/22/19 16:34 - 2a0033000147373334363431 2/26/19 20:55,3.10024E+23 2/22/19 16:34 ,2a0033000147373334363431 2/26/19 20:55,3553.688464,34
3.10024E+23 2/22/19 16:34 - 43002e000347373334363431 2/26/19 17:34,3.10024E+23 2/22/19 16:34 ,43002e000347373334363431 2/26/19 17:34,3743.287863,35
3.10024E+23 2/22/19 16:34 - 43002e000347373334363431 5/8/19 21:20,3.10024E+23 2/22/19 16:34 ,43002e000347373334363431 5/8/19 21:20,3776.248834,36
3.10024E+23 2/22/19 16:34 - 3b001b001547373333353132 2/26/19 19:43,3.10024E+23 2/22/19 16:34 ,3b001b001547373333353132 2/26/19 19:43,3811.384603,37
3.10024E+23 2/22/19 16:34 - 2d0041000c47373334363431 5/8/19 17:05,3.10024E+23 2/22/19 16:34 ,2d0041000c47373334363431 5/8/19 17:05,3890.629861,38
3.10024E+23 2/22/19 16:34 - 2c0028000c47373334363431 2/26/19 21:01,3.10024E+23 2/22/19 16:34 ,2c0028000c47373334363431 2/26/19 21:01,3905.35148,39
3.10024E+23 2/22/19 16:34 - 35003d001050483553343720 5/8/19 15:47,3.10024E+23 2/22/19 16:34 ,35003d001050483553343720 5/8/19 15:47,4019.36893,40
3.10024E+23 2/22/19 16:34 - 2d0027000a47373334363431 2/27/19 18:29,3.10024E+23 2/22/19 16:34 ,2d0027000a47373334363431 2/27/19 18:29,4044.329137,41
3.10024E+23 2/22/19 16:34 - 3e0029000d47373334363431 2/27/19 21:36,3.10024E+23 2/22/19 16:34 ,3e0029000d47373334363431 2/27/19 21:36,4063.427843,42
3.10024E+23 2/22/19 16:34 - 260024000f47373334363431 2/27/19 21:01,3.10024E+23 2/22/19 16:34 ,260024000f47373334363431 2/27/19 21:01,4128.734562,43
3.10024E+23 2/22/19 16:34 - 37003f000d50483553343720 2/27/19 21:31,3.10024E+23 2/22/19 16:34 ,37003f000d50483553343720 2/27/19 21:31,4141.23019,44
3.10024E+23 2/22/19 16:34 - 2b001f000f47373334363431 2/25/19 12:53,3.10024E+23 2/22/19 16:34 ,2b001f000f47373334363431 2/25/19 12:53,4185.336361,45
3.10024E+23 2/22/19 16:34 - 3f0029000347373334363431 2/25/19 19:39,3.10024E+23 2/22/19 16:34 ,3f0029000347373334363431 2/25/19 19:39,4253.731407,46
3.10024E+23 2/22/19 16:34 - 3d005f001050483553343720 2/25/19 14:33,3.10024E+23 2/22/19 16:34 ,3d005f001050483553343720 2/25/19 14:33,4318.510179,47
3.10024E+23 2/22/19 16:34 - 35002f000247373334363431 2/27/19 21:23,3.10024E+23 2/22/19 16:34 ,35002f000247373334363431 2/27/19 21:23,4319.551953,48
3.10024E+23 2/22/19 16:34 - 380057000d50483553343720 2/26/19 18:45,3.10024E+23 2/22/19 16:34 ,380057000d50483553343720 2/26/19 18:45,4364.718918,49
3.10024E+23 2/22/19 16:34 - 250043000f47373334363431 2/27/19 18:37,3.10024E+23 2/22/19 16:34 ,250043000f47373334363431 2/27/19 18:37,4378.111773,50
3.10024E+23 2/22/19 16:34 - 25003f000f47373334363431 2/27/19 23:23,3.10024E+23 2/22/19 16:34 ,25003f000f47373334363431 2/27/19 23:23,4429.403707,51
3.10024E+23 2/22/19 16:34 - 440021000d50483553343720 2/26/19 18:46,3.10024E+23 2/22/19 16:34 ,440021000d50483553343720 2/26/19 18:46,4549.60191,52
3.10024E+23 2/22/19 16:34 - 4.30032E+23 2/26/19 21:50,3.10024E+23 2/22/19 16:34 ,4.30032E+23 2/26/19 21:50,4603.92881,53
3.10024E+23 2/22/19 16:34 - 2e0022000147373334363431 2/25/19 19:53,3.10024E+23 2/22/19 16:34 ,2e0022000147373334363431 2/25/19 19:53,4723.302899,54
3.10024E+23 2/22/19 16:34 - 20001d000347373334363431 2/27/19 17:59,3.10024E+23 2/22/19 16:34 ,20001d000347373334363431 2/27/19 17:59,6156.334074,55
3.10024E+23 2/22/19 16:34 - 2d0019000147373334363431 3/7/19 23:04,3.10024E+23 2/22/19 16:34 ,2d0019000147373334363431 3/7/19 23:04,6269.126225,56
3.10024E+23 2/22/19 16:34 - 40002a000347373334363431 2/25/19 21:02,3.10024E+23 2/22/19 16:34 ,40002a000347373334363431 2/25/19 21:02,6520.771819,57
4a0054000d50483553343720 2/22/19 17:01 - 4a0054000d50483553343720 2/22/19 17:01,4a0054000d50483553343720 2/22/19 17:01 ,4a0054000d50483553343720 2/22/19 17:01,0,1
4a0054000d50483553343720 2/22/19 17:01 - 2c0053000d50483553343720 2/27/19 10:28,4a0054000d50483553343720 2/22/19 17:01 ,2c0053000d50483553343720 2/27/19 10:28,74.4859968,2
4a0054000d50483553343720 2/22/19 17:01 - 2.70027E+23 2/27/19 19:53,4a0054000d50483553343720 2/22/19 17:01 ,2.70027E+23 2/27/19 19:53,284.5567521,3
4a0054000d50483553343720 2/22/19 17:01 - 3f0021000147373334363431 2/22/19 15:14,4a0054000d50483553343720 2/22/19 17:01 ,3f0021000147373334363431 2/22/19 15:14,489.4519504,4
4a0054000d50483553343720 2/22/19 17:01 - 2a0030000147373334363431 2/22/19 17:55,4a0054000d50483553343720 2/22/19 17:01 ,2a0030000147373334363431 2/22/19 17:55,586.3961642,5
4a0054000d50483553343720 2/22/19 17:01 - 20003d000347373334363431 2/22/19 20:29,4a0054000d50483553343720 2/22/19 17:01 ,20003d000347373334363431 2/22/19 20:29,620.251208,6
4a0054000d50483553343720 2/22/19 17:01 - 3f0028000347373334363431 2/22/19 19:26,4a0054000d50483553343720 2/22/19 17:01 ,3f0028000347373334363431 2/22/19 19:26,632.4926407,7
4a0054000d50483553343720 2/22/19 17:01 - 1e0037000247373432363837 2/22/19 19:18,4a0054000d50483553343720 2/22/19 17:01 ,1e0037000247373432363837 2/22/19 19:18,699.5245817,8
4a0054000d50483553343720 2/22/19 17:01 - 2c0043000147373334363431 2/22/19 18:04,4a0054000d50483553343720 2/22/19 17:01 ,2c0043000147373334363431 2/22/19 18:04,699.7079103,9
4a0054000d50483553343720 2/22/19 17:01 - 4.00039E+23 2/22/19 16:07,4a0054000d50483553343720 2/22/19 17:01 ,4.00039E+23 2/22/19 16:07,729.1966556,10
4a0054000d50483553343720 2/22/19 17:01 - 3d002e000d50483553343720 2/27/19 17:44,4a0054000d50483553343720 2/22/19 17:01 ,3d002e000d50483553343720 2/27/19 17:44,1233.8297,11
4a0054000d50483553343720 2/22/19 17:01 - 4.00025E+23 2/22/19 18:25,4a0054000d50483553343720 2/22/19 17:01 ,4.00025E+23 2/22/19 18:25,1416.583311,12
4a0054000d50483553343720 2/22/19 17:01 - 300043000c47373334363431 2/22/19 18:18,4a0054000d50483553343720 2/22/19 17:01 ,300043000c47373334363431 2/22/19 18:18,1473.707262,13
