Pair_ID,Origin_ID,Destination_ID,Dist_along_grid_meters,Destination_Rank
2d002d000a47373334363431 3/4/19 18:29 - 3.50039E+23 3/4/19 16:39,2d002d000a47373334363431 3/4/19 18:29 ,3.50039E+23 3/4/19 16:39,1165.960138,11
2d002d000a47373334363431 3/4/19 18:29 - 2a0023000147373334363431 3/4/19 18:40,2d002d000a47373334363431 3/4/19 18:29 ,2a0023000147373334363431 3/4/19 18:40,1185.626846,12
2d002d000a47373334363431 3/4/19 18:29 - 2.00025E+23 3/9/19 4:18,2d002d000a47373334363431 3/4/19 18:29 ,2.00025E+23 3/9/19 4:18,1185.809694,13
2d002d000a47373334363431 3/4/19 18:29 - 280046000f47373334363431 3/8/19 20:20,2d002d000a47373334363431 3/4/19 18:29 ,280046000f47373334363431 3/8/19 20:20,1202.95107,14
2d002d000a47373334363431 3/4/19 18:29 - 430025000e47373432363837 2/28/19 16:40,2d002d000a47373334363431 3/4/19 18:29 ,430025000e47373432363837 2/28/19 16:40,1225.951633,15
2d002d000a47373334363431 3/4/19 18:29 - 21002b000247373334363431 2/28/19 16:38,2d002d000a47373334363431 3/4/19 18:29 ,21002b000247373334363431 2/28/19 16:38,1273.002523,16
2d002d000a47373334363431 3/4/19 18:29 - 3e0021000247373334363431 3/4/19 17:48,2d002d000a47373334363431 3/4/19 18:29 ,3e0021000247373334363431 3/4/19 17:48,1317.290946,17
2d002d000a47373334363431 3/4/19 18:29 - 3f0025000d47373334363431 4/19/19 9:40,2d002d000a47373334363431 3/4/19 18:29 ,3f0025000d47373334363431 4/19/19 9:40,1351.758813,18
2d002d000a47373334363431 3/4/19 18:29 - 3f0025000d47373334363431 3/4/19 20:04,2d002d000a47373334363431 3/4/19 18:29 ,3f0025000d47373334363431 3/4/19 20:04,1389.63702,19
2d002d000a47373334363431 3/4/19 18:29 - 42002f000d47373334363431 2/28/19 20:21,2d002d000a47373334363431 3/4/19 18:29 ,42002f000d47373334363431 2/28/19 20:21,1436.74441,20
2d002d000a47373334363431 3/4/19 18:29 - 380039000a47373334363431 2/28/19 18:51,2d002d000a47373334363431 3/4/19 18:29 ,380039000a47373334363431 2/28/19 18:51,1543.921329,21
2d002d000a47373334363431 3/4/19 18:29 - 26001c000f47373334363431 2/28/19 12:14,2d002d000a47373334363431 3/4/19 18:29 ,26001c000f47373334363431 2/28/19 12:14,1763.720156,22
2d002d000a47373334363431 3/4/19 18:29 - 2a0029000f47373334363431 2/28/19 12:14,2d002d000a47373334363431 3/4/19 18:29 ,2a0029000f47373334363431 2/28/19 12:14,1886.695892,23
2d002d000a47373334363431 3/4/19 18:29 - 310032000e47373334363431 3/8/19 22:06,2d002d000a47373334363431 3/4/19 18:29 ,310032000e47373334363431 3/8/19 22:06,1904.302047,24
2d002d000a47373334363431 3/4/19 18:29 - 560055000d50483553343720 3/4/19 17:50,2d002d000a47373334363431 3/4/19 18:29 ,560055000d50483553343720 3/4/19 17:50,1964.161816,25
2d002d000a47373334363431 3/4/19 18:29 - 3c001b000d47373334363431 3/4/19 20:01,2d002d000a47373334363431 3/4/19 18:29 ,3c001b000d47373334363431 3/4/19 20:01,2164.900857,26
2d002d000a47373334363431 3/4/19 18:29 - 40003c000647373334363431 3/4/19 17:53,2d002d000a47373334363431 3/4/19 18:29 ,40003c000647373334363431 3/4/19 17:53,2174.488114,27
2d002d000a47373334363431 3/4/19 18:29 - 1e0029000747373334363431 3/4/19 18:52,2d002d000a47373334363431 3/4/19 18:29 ,1e0029000747373334363431 3/4/19 18:52,2438.37581,28
2d002d000a47373334363431 3/4/19 18:29 - 23005a000d50483553343720 3/4/19 19:44,2d002d000a47373334363431 3/4/19 18:29 ,23005a000d50483553343720 3/4/19 19:44,2440.36275,29
2d002d000a47373334363431 3/4/19 18:29 - 36001c001547373333353132 3/4/19 19:38,2d002d000a47373334363431 3/4/19 18:29 ,36001c001547373333353132 3/4/19 19:38,2483.482895,30
2d002d000a47373334363431 3/4/19 18:29 - 2.20027E+23 3/1/19 11:00,2d002d000a47373334363431 3/4/19 18:29 ,2.20027E+23 3/1/19 11:00,2565.021544,31
2d002d000a47373334363431 3/4/19 18:29 - 3e0029000d50483553343720 3/1/19 10:59,2d002d000a47373334363431 3/4/19 18:29 ,3e0029000d50483553343720 3/1/19 10:59,2579.325082,32
2d002d000a47373334363431 3/4/19 18:29 - 2d001b000147373334363431 3/8/19 15:51,2d002d000a47373334363431 3/4/19 18:29 ,2d001b000147373334363431 3/8/19 15:51,2584.882557,33
2d002d000a47373334363431 3/4/19 18:29 - 300039000c47373334363431 3/4/19 19:22,2d002d000a47373334363431 3/4/19 18:29 ,300039000c47373334363431 3/4/19 19:22,2592.169655,34
2d002d000a47373334363431 3/4/19 18:29 - 2c0022000c47373334363431 3/1/19 20:39,2d002d000a47373334363431 3/4/19 18:29 ,2c0022000c47373334363431 3/1/19 20:39,2598.586581,35
2d002d000a47373334363431 3/4/19 18:29 - 2.10026E+23 3/4/19 17:56,2d002d000a47373334363431 3/4/19 18:29 ,2.10026E+23 3/4/19 17:56,2639.678298,36
2d002d000a47373334363431 3/4/19 18:29 - 2.70025E+23 3/4/19 19:28,2d002d000a47373334363431 3/4/19 18:29 ,2.70025E+23 3/4/19 19:28,2645.873257,37
2d002d000a47373334363431 3/4/19 18:29 - 3a002e000a47373334363431 3/1/19 13:49,2d002d000a47373334363431 3/4/19 18:29 ,3a002e000a47373334363431 3/1/19 13:49,2975.557032,38
2d002d000a47373334363431 3/4/19 18:29 - 380054000d50483553343720 3/4/19 19:00,2d002d000a47373334363431 3/4/19 18:29 ,380054000d50483553343720 3/4/19 19:00,3085.982386,39
2d002d000a47373334363431 3/4/19 18:29 - 30003e000e47373334363431 3/1/19 20:40,2d002d000a47373334363431 3/4/19 18:29 ,30003e000e47373334363431 3/1/19 20:40,3108.600729,40
2d002d000a47373334363431 3/4/19 18:29 - 40003e000347373334363431 3/4/19 18:58,2d002d000a47373334363431 3/4/19 18:29 ,40003e000347373334363431 3/4/19 18:58,3122.74689,41
2d002d000a47373334363431 3/4/19 18:29 - 3.00046E+23 3/7/19 23:19,2d002d000a47373334363431 3/4/19 18:29 ,3.00046E+23 3/7/19 23:19,3127.512048,42
2d002d000a47373334363431 3/4/19 18:29 - 3.20031E+23 3/11/19 22:11,2d002d000a47373334363431 3/4/19 18:29 ,3.20031E+23 3/11/19 22:11,3137.872712,43
2d002d000a47373334363431 3/4/19 18:29 - 2c0027000c47373334363431 3/11/19 17:29,2d002d000a47373334363431 3/4/19 18:29 ,2c0027000c47373334363431 3/11/19 17:29,3143.368588,44
2d002d000a47373334363431 3/4/19 18:29 - 1c0020000347373334363431 3/11/19 17:29,2d002d000a47373334363431 3/4/19 18:29 ,1c0020000347373334363431 3/11/19 17:29,3276.20546,45
2d002d000a47373334363431 3/4/19 18:29 - 2b003f000d50483553343720 5/10/19 6:38,2d002d000a47373334363431 3/4/19 18:29 ,2b003f000d50483553343720 5/10/19 6:38,3647.408043,46
2d002d000a47373334363431 3/4/19 18:29 - 2b003f000d50483553343720 3/1/19 19:17,2d002d000a47373334363431 3/4/19 18:29 ,2b003f000d50483553343720 3/1/19 19:17,3652.968513,47
2d002d000a47373334363431 3/4/19 18:29 - 380025000a47373334363431 3/1/19 19:36,2d002d000a47373334363431 3/4/19 18:29 ,380025000a47373334363431 3/1/19 19:36,3698.673025,48
2d002d000a47373334363431 3/4/19 18:29 - 1d0023000347373334363431 3/1/19 20:10,2d002d000a47373334363431 3/4/19 18:29 ,1d0023000347373334363431 3/1/19 20:10,3901.364377,49
2d002d000a47373334363431 3/4/19 18:29 - 41003d000d47373334363431 3/1/19 19:17,2d002d000a47373334363431 3/4/19 18:29 ,41003d000d47373334363431 3/1/19 19:17,3901.998644,50
2d002d000a47373334363431 3/4/19 18:29 - 370058000d50483553343720 3/8/19 15:59,2d002d000a47373334363431 3/4/19 18:29 ,370058000d50483553343720 3/8/19 15:59,3902.284735,51
2d002d000a47373334363431 3/4/19 18:29 - 19002a000147373334363431 3/1/19 19:53,2d002d000a47373334363431 3/4/19 18:29 ,19002a000147373334363431 3/1/19 19:53,3950.609975,52
2d002d000a47373334363431 3/4/19 18:29 - 2f0043000c47373334363431 3/8/19 20:41,2d002d000a47373334363431 3/4/19 18:29 ,2f0043000c47373334363431 3/8/19 20:41,4245.196929,53
2d002d000a47373334363431 3/4/19 18:29 - 3f001e000d47373334363431 3/4/19 17:33,2d002d000a47373334363431 3/4/19 18:29 ,3f001e000d47373334363431 3/4/19 17:33,4260.552194,54
2d002d000a47373334363431 3/4/19 18:29 - 3c0042000647373334363431 3/1/19 22:47,2d002d000a47373334363431 3/4/19 18:29 ,3c0042000647373334363431 3/1/19 22:47,4269.179493,55
2d002d000a47373334363431 3/4/19 18:29 - 5.50025E+23 3/4/19 6:56,2d002d000a47373334363431 3/4/19 18:29 ,5.50025E+23 3/4/19 6:56,4277.539723,56
2d002d000a47373334363431 3/4/19 18:29 - 4.0003E+23 2/28/19 23:16,2d002d000a47373334363431 3/4/19 18:29 ,4.0003E+23 2/28/19 23:16,4297.975679,57
2d002d000a47373334363431 3/4/19 18:29 - 3f0022000247373334363431 2/28/19 17:57,2d002d000a47373334363431 3/4/19 18:29 ,3f0022000247373334363431 2/28/19 17:57,4319.492813,58
2d002d000a47373334363431 3/4/19 18:29 - 260018000f47373334363431 2/28/19 22:19,2d002d000a47373334363431 3/4/19 18:29 ,260018000f47373334363431 2/28/19 22:19,4345.396482,59
2d002d000a47373334363431 3/4/19 18:29 - 2.00026E+23 3/4/19 17:36,2d002d000a47373334363431 3/4/19 18:29 ,2.00026E+23 3/4/19 17:36,4362.800682,60
2d002d000a47373334363431 3/4/19 18:29 - 2e001c000f47373334363431 3/4/19 19:12,2d002d000a47373334363431 3/4/19 18:29 ,2e001c000f47373334363431 3/4/19 19:12,4458.623324,61
2d002d000a47373334363431 3/4/19 18:29 - 2e001f000f47373334363431 2/28/19 20:23,2d002d000a47373334363431 3/4/19 18:29 ,2e001f000f47373334363431 2/28/19 20:23,4711.726109,62
2d002d000a47373334363431 3/4/19 18:29 - 3d0027000d47373334363431 2/28/19 21:57,2d002d000a47373334363431 3/4/19 18:29 ,3d0027000d47373334363431 2/28/19 21:57,4780.457907,63
2d002d000a47373334363431 3/4/19 18:29 - 4.40029E+23 2/28/19 22:03,2d002d000a47373334363431 3/4/19 18:29 ,4.40029E+23 2/28/19 22:03,4817.227413,64
2d002d000a47373334363431 3/4/19 18:29 - 33001d000247373334363431 3/1/19 8:06,2d002d000a47373334363431 3/4/19 18:29 ,33001d000247373334363431 3/1/19 8:06,4854.106067,65
2d002d000a47373334363431 3/4/19 18:29 - 2d001d000147373334363431 2/28/19 20:14,2d002d000a47373334363431 3/4/19 18:29 ,2d001d000147373334363431 2/28/19 20:14,4874.173914,66
2d002d000a47373334363431 3/4/19 18:29 - 35002d000247373334363431 3/1/19 6:43,2d002d000a47373334363431 3/4/19 18:29 ,35002d000247373334363431 3/1/19 6:43,5040.351267,67
2d002d000a47373334363431 3/4/19 18:29 - 1e0027001050483553343720 3/1/19 8:07,2d002d000a47373334363431 3/4/19 18:29 ,1e0027001050483553343720 3/1/19 8:07,5085.95327,68
2d002d000a47373334363431 3/4/19 18:29 - 3d0050000d50483553343720 2/28/19 21:26,2d002d000a47373334363431 3/4/19 18:29 ,3d0050000d50483553343720 2/28/19 21:26,5167.844943,69
2d002d000a47373334363431 3/4/19 18:29 - 210032000b47373334363431 3/1/19 6:45,2d002d000a47373334363431 3/4/19 18:29 ,210032000b47373334363431 3/1/19 6:45,5225.590955,70
2d002d000a47373334363431 3/4/19 18:29 - 25004b000d50483553343720 3/1/19 6:39,2d002d000a47373334363431 3/4/19 18:29 ,25004b000d50483553343720 3/1/19 6:39,5311.527176,71
2d002d000a47373334363431 3/4/19 18:29 - 370029000d50483553343720 3/1/19 22:34,2d002d000a47373334363431 3/4/19 18:29 ,370029000d50483553343720 3/1/19 22:34,5535.794068,72
2d002d000a47373334363431 3/4/19 18:29 - 3.50028E+23 3/4/19 6:56,2d002d000a47373334363431 3/4/19 18:29 ,3.50028E+23 3/4/19 6:56,5535.845502,73
2d002d000a47373334363431 3/4/19 18:29 - 26001e000f47373334363431 3/1/19 22:10,2d002d000a47373334363431 3/4/19 18:29 ,26001e000f47373334363431 3/1/19 22:10,5573.775988,74
2d002d000a47373334363431 3/4/19 18:29 - 1e0028000d50483553343720 2/28/19 21:25,2d002d000a47373334363431 3/4/19 18:29 ,1e0028000d50483553343720 2/28/19 21:25,5612.873246,75
2d002d000a47373334363431 3/4/19 18:29 - 1a0032000147373334363431 2/28/19 21:24,2d002d000a47373334363431 3/4/19 18:29 ,1a0032000147373334363431 2/28/19 21:24,5682.316403,76
2a0023000147373334363431 3/4/19 18:40 - 2a0023000147373334363431 3/4/19 18:40,2a0023000147373334363431 3/4/19 18:40 ,2a0023000147373334363431 3/4/19 18:40,0,1
2a0023000147373334363431 3/4/19 18:40 - 2b0049000d50483553343720 3/4/19 18:14,2a0023000147373334363431 3/4/19 18:40 ,2b0049000d50483553343720 3/4/19 18:14,164.3361828,2
2a0023000147373334363431 3/4/19 18:40 - 24001e000e47373334363431 3/4/19 17:25,2a0023000147373334363431 3/4/19 18:40 ,24001e000e47373334363431 3/4/19 17:25,244.4652174,3
2a0023000147373334363431 3/4/19 18:40 - 420035000d47373334363431 3/4/19 18:15,2a0023000147373334363431 3/4/19 18:40 ,420035000d47373334363431 3/4/19 18:15,633.0289906,4
2a0023000147373334363431 3/4/19 18:40 - 3e0040000447373334363431 3/4/19 18:15,2a0023000147373334363431 3/4/19 18:40 ,3e0040000447373334363431 3/4/19 18:15,639.467183,5
2a0023000147373334363431 3/4/19 18:40 - 210031000b47373334363431 3/4/19 18:52,2a0023000147373334363431 3/4/19 18:40 ,210031000b47373334363431 3/4/19 18:52,691.726712,6
2a0023000147373334363431 3/4/19 18:40 - 3.50039E+23 3/4/19 16:39,2a0023000147373334363431 3/4/19 18:40 ,3.50039E+23 3/4/19 16:39,1088.647167,7
2a0023000147373334363431 3/4/19 18:40 - 28001d000f47373334363431 3/4/19 18:10,2a0023000147373334363431 3/4/19 18:40 ,28001d000f47373334363431 3/4/19 18:10,1119.100056,8
2a0023000147373334363431 3/4/19 18:40 - 2d002d000a47373334363431 3/4/19 18:29,2a0023000147373334363431 3/4/19 18:40 ,2d002d000a47373334363431 3/4/19 18:29,1185.626846,9
2a0023000147373334363431 3/4/19 18:40 - 3e0021000247373334363431 3/4/19 17:48,2a0023000147373334363431 3/4/19 18:40 ,3e0021000247373334363431 3/4/19 17:48,1239.977975,10
2a0023000147373334363431 3/4/19 18:40 - 3f0025000d47373334363431 4/19/19 9:40,2a0023000147373334363431 3/4/19 18:40 ,3f0025000d47373334363431 4/19/19 9:40,1274.445842,11
2a0023000147373334363431 3/4/19 18:40 - 3f0025000d47373334363431 3/4/19 20:04,2a0023000147373334363431 3/4/19 18:40 ,3f0025000d47373334363431 3/4/19 20:04,1312.324049,12
2a0023000147373334363431 3/4/19 18:40 - 4.40027E+23 2/28/19 18:52,2a0023000147373334363431 3/4/19 18:40 ,4.40027E+23 2/28/19 18:52,1763.545693,13
2a0023000147373334363431 3/4/19 18:40 - 2d001a000147373334363431 3/8/19 15:49,2a0023000147373334363431 3/4/19 18:40 ,2d001a000147373334363431 3/8/19 15:49,1788.119368,14
2a0023000147373334363431 3/4/19 18:40 - 490050000d50483553343720 2/28/19 20:24,2a0023000147373334363431 3/4/19 18:40 ,490050000d50483553343720 2/28/19 20:24,1881.632134,15
2a0023000147373334363431 3/4/19 18:40 - 560055000d50483553343720 3/4/19 17:50,2a0023000147373334363431 3/4/19 18:40 ,560055000d50483553343720 3/4/19 17:50,1886.848845,16
2a0023000147373334363431 3/4/19 18:40 - 430025000e47373432363837 2/28/19 16:40,2a0023000147373334363431 3/4/19 18:40 ,430025000e47373432363837 2/28/19 16:40,2063.235178,17
2a0023000147373334363431 3/4/19 18:40 - 280046000f47373334363431 3/8/19 20:20,2a0023000147373334363431 3/4/19 18:40 ,280046000f47373334363431 3/8/19 20:20,2086.686954,18
2a0023000147373334363431 3/4/19 18:40 - 3c001b000d47373334363431 3/4/19 20:01,2a0023000147373334363431 3/4/19 18:40 ,3c001b000d47373334363431 3/4/19 20:01,2087.587886,19
2a0023000147373334363431 3/4/19 18:40 - 40003c000647373334363431 3/4/19 17:53,2a0023000147373334363431 3/4/19 18:40 ,40003c000647373334363431 3/4/19 17:53,2097.175143,20
2a0023000147373334363431 3/4/19 18:40 - 21002b000247373334363431 2/28/19 16:38,2a0023000147373334363431 3/4/19 18:40 ,21002b000247373334363431 2/28/19 16:38,2110.286068,21
2a0023000147373334363431 3/4/19 18:40 - 2.00025E+23 3/9/19 4:18,2a0023000147373334363431 3/4/19 18:40 ,2.00025E+23 3/9/19 4:18,2244.332474,22
2a0023000147373334363431 3/4/19 18:40 - 42002f000d47373334363431 2/28/19 20:21,2a0023000147373334363431 3/4/19 18:40 ,42002f000d47373334363431 2/28/19 20:21,2495.26719,23
2a0023000147373334363431 3/4/19 18:40 - 300039000c47373334363431 3/4/19 19:22,2a0023000147373334363431 3/4/19 18:40 ,300039000c47373334363431 3/4/19 19:22,2514.856684,24
2a0023000147373334363431 3/4/19 18:40 - 2.10026E+23 3/4/19 17:56,2a0023000147373334363431 3/4/19 18:40 ,2.10026E+23 3/4/19 17:56,2562.365327,25
2a0023000147373334363431 3/4/19 18:40 - 2.70025E+23 3/4/19 19:28,2a0023000147373334363431 3/4/19 18:40 ,2.70025E+23 3/4/19 19:28,2568.560286,26
2a0023000147373334363431 3/4/19 18:40 - 26001c000f47373334363431 2/28/19 12:14,2a0023000147373334363431 3/4/19 18:40 ,26001c000f47373334363431 2/28/19 12:14,2601.003701,27
2a0023000147373334363431 3/4/19 18:40 - 380039000a47373334363431 2/28/19 18:51,2a0023000147373334363431 3/4/19 18:40 ,380039000a47373334363431 2/28/19 18:51,2602.444108,28
2a0023000147373334363431 3/4/19 18:40 - 2a0029000f47373334363431 2/28/19 12:14,2a0023000147373334363431 3/4/19 18:40 ,2a0029000f47373334363431 2/28/19 12:14,2723.979438,29
2a0023000147373334363431 3/4/19 18:40 - 310032000e47373334363431 3/8/19 22:06,2a0023000147373334363431 3/4/19 18:40 ,310032000e47373334363431 3/8/19 22:06,2741.585592,30
2a0023000147373334363431 3/4/19 18:40 - 3.20031E+23 3/11/19 22:11,2a0023000147373334363431 3/4/19 18:40 ,3.20031E+23 3/11/19 22:11,3060.559741,31
2a0023000147373334363431 3/4/19 18:40 - 2c0027000c47373334363431 3/11/19 17:29,2a0023000147373334363431 3/4/19 18:40 ,2c0027000c47373334363431 3/11/19 17:29,3066.055617,32
2a0023000147373334363431 3/4/19 18:40 - 1c0020000347373334363431 3/11/19 17:29,2a0023000147373334363431 3/4/19 18:40 ,1c0020000347373334363431 3/11/19 17:29,3198.892489,33
2a0023000147373334363431 3/4/19 18:40 - 1e0029000747373334363431 3/4/19 18:52,2a0023000147373334363431 3/4/19 18:40 ,1e0029000747373334363431 3/4/19 18:52,3236.71367,34
2a0023000147373334363431 3/4/19 18:40 - 23005a000d50483553343720 3/4/19 19:44,2a0023000147373334363431 3/4/19 18:40 ,23005a000d50483553343720 3/4/19 19:44,3238.70061,35
2a0023000147373334363431 3/4/19 18:40 - 36001c001547373333353132 3/4/19 19:38,2a0023000147373334363431 3/4/19 18:40 ,36001c001547373333353132 3/4/19 19:38,3281.820755,36
2a0023000147373334363431 3/4/19 18:40 - 2b003f000d50483553343720 5/10/19 6:38,2a0023000147373334363431 3/4/19 18:40 ,2b003f000d50483553343720 5/10/19 6:38,3570.095072,37
2a0023000147373334363431 3/4/19 18:40 - 2b003f000d50483553343720 3/1/19 19:17,2a0023000147373334363431 3/4/19 18:40 ,2b003f000d50483553343720 3/1/19 19:17,3575.655542,38
2a0023000147373334363431 3/4/19 18:40 - 380025000a47373334363431 3/1/19 19:36,2a0023000147373334363431 3/4/19 18:40 ,380025000a47373334363431 3/1/19 19:36,3621.360054,39
2a0023000147373334363431 3/4/19 18:40 - 2.20027E+23 3/1/19 11:00,2a0023000147373334363431 3/4/19 18:40 ,2.20027E+23 3/1/19 11:00,3623.544323,40
2a0023000147373334363431 3/4/19 18:40 - 3e0029000d50483553343720 3/1/19 10:59,2a0023000147373334363431 3/4/19 18:40 ,3e0029000d50483553343720 3/1/19 10:59,3637.847861,41
2a0023000147373334363431 3/4/19 18:40 - 2d001b000147373334363431 3/8/19 15:51,2a0023000147373334363431 3/4/19 18:40 ,2d001b000147373334363431 3/8/19 15:51,3643.405336,42
2a0023000147373334363431 3/4/19 18:40 - 2c0022000c47373334363431 3/1/19 20:39,2a0023000147373334363431 3/4/19 18:40 ,2c0022000c47373334363431 3/1/19 20:39,3657.10936,43
2a0023000147373334363431 3/4/19 18:40 - 380054000d50483553343720 3/4/19 19:00,2a0023000147373334363431 3/4/19 18:40 ,380054000d50483553343720 3/4/19 19:00,3751.464078,44
2a0023000147373334363431 3/4/19 18:40 - 3a002e000a47373334363431 3/1/19 13:49,2a0023000147373334363431 3/4/19 18:40 ,3a002e000a47373334363431 3/1/19 13:49,3773.894892,45
2a0023000147373334363431 3/4/19 18:40 - 40003e000347373334363431 3/4/19 18:58,2a0023000147373334363431 3/4/19 18:40 ,40003e000347373334363431 3/4/19 18:58,3788.228582,46
2a0023000147373334363431 3/4/19 18:40 - 3.00046E+23 3/7/19 23:19,2a0023000147373334363431 3/4/19 18:40 ,3.00046E+23 3/7/19 23:19,3792.99374,47
2a0023000147373334363431 3/4/19 18:40 - 1d0023000347373334363431 3/1/19 20:10,2a0023000147373334363431 3/4/19 18:40 ,1d0023000347373334363431 3/1/19 20:10,3824.051406,48
2a0023000147373334363431 3/4/19 18:40 - 41003d000d47373334363431 3/1/19 19:17,2a0023000147373334363431 3/4/19 18:40 ,41003d000d47373334363431 3/1/19 19:17,3824.685673,49
2a0023000147373334363431 3/4/19 18:40 - 370058000d50483553343720 3/8/19 15:59,2a0023000147373334363431 3/4/19 18:40 ,370058000d50483553343720 3/8/19 15:59,3824.971764,50
2a0023000147373334363431 3/4/19 18:40 - 19002a000147373334363431 3/1/19 19:53,2a0023000147373334363431 3/4/19 18:40 ,19002a000147373334363431 3/1/19 19:53,3873.297004,51
2a0023000147373334363431 3/4/19 18:40 - 30003e000e47373334363431 3/1/19 20:40,2a0023000147373334363431 3/4/19 18:40 ,30003e000e47373334363431 3/1/19 20:40,3906.938589,52
2a0023000147373334363431 3/4/19 18:40 - 2f0043000c47373334363431 3/8/19 20:41,2a0023000147373334363431 3/4/19 18:40 ,2f0043000c47373334363431 3/8/19 20:41,4167.883958,53
2a0023000147373334363431 3/4/19 18:40 - 3f001e000d47373334363431 3/4/19 17:33,2a0023000147373334363431 3/4/19 18:40 ,3f001e000d47373334363431 3/4/19 17:33,4183.239223,54
2a0023000147373334363431 3/4/19 18:40 - 3c0042000647373334363431 3/1/19 22:47,2a0023000147373334363431 3/4/19 18:40 ,3c0042000647373334363431 3/1/19 22:47,4191.866522,55
2a0023000147373334363431 3/4/19 18:40 - 5.50025E+23 3/4/19 6:56,2a0023000147373334363431 3/4/19 18:40 ,5.50025E+23 3/4/19 6:56,4200.226752,56
2a0023000147373334363431 3/4/19 18:40 - 2.00026E+23 3/4/19 17:36,2a0023000147373334363431 3/4/19 18:40 ,2.00026E+23 3/4/19 17:36,4285.487711,57
2a0023000147373334363431 3/4/19 18:40 - 4.0003E+23 2/28/19 23:16,2a0023000147373334363431 3/4/19 18:40 ,4.0003E+23 2/28/19 23:16,4346.885641,58
2a0023000147373334363431 3/4/19 18:40 - 3f0022000247373334363431 2/28/19 17:57,2a0023000147373334363431 3/4/19 18:40 ,3f0022000247373334363431 2/28/19 17:57,4368.402775,59
2a0023000147373334363431 3/4/19 18:40 - 2e001c000f47373334363431 3/4/19 19:12,2a0023000147373334363431 3/4/19 18:40 ,2e001c000f47373334363431 3/4/19 19:12,4381.310353,60
2a0023000147373334363431 3/4/19 18:40 - 260018000f47373334363431 2/28/19 22:19,2a0023000147373334363431 3/4/19 18:40 ,260018000f47373334363431 2/28/19 22:19,4394.306444,61
2a0023000147373334363431 3/4/19 18:40 - 3d0027000d47373334363431 2/28/19 21:57,2a0023000147373334363431 3/4/19 18:40 ,3d0027000d47373334363431 2/28/19 21:57,4703.144936,62
2a0023000147373334363431 3/4/19 18:40 - 2e001f000f47373334363431 2/28/19 20:23,2a0023000147373334363431 3/4/19 18:40 ,2e001f000f47373334363431 2/28/19 20:23,4760.636071,63
2a0023000147373334363431 3/4/19 18:40 - 33001d000247373334363431 3/1/19 8:06,2a0023000147373334363431 3/4/19 18:40 ,33001d000247373334363431 3/1/19 8:06,4776.793096,64
2a0023000147373334363431 3/4/19 18:40 - 4.40029E+23 2/28/19 22:03,2a0023000147373334363431 3/4/19 18:40 ,4.40029E+23 2/28/19 22:03,4866.137375,65
2a0023000147373334363431 3/4/19 18:40 - 2d001d000147373334363431 2/28/19 20:14,2a0023000147373334363431 3/4/19 18:40 ,2d001d000147373334363431 2/28/19 20:14,4923.083876,66
2a0023000147373334363431 3/4/19 18:40 - 1e0027001050483553343720 3/1/19 8:07,2a0023000147373334363431 3/4/19 18:40 ,1e0027001050483553343720 3/1/19 8:07,5008.640299,67
2a0023000147373334363431 3/4/19 18:40 - 35002d000247373334363431 3/1/19 6:43,2a0023000147373334363431 3/4/19 18:40 ,35002d000247373334363431 3/1/19 6:43,5089.261229,68
2a0023000147373334363431 3/4/19 18:40 - 3d0050000d50483553343720 2/28/19 21:26,2a0023000147373334363431 3/4/19 18:40 ,3d0050000d50483553343720 2/28/19 21:26,5216.754905,69
2a0023000147373334363431 3/4/19 18:40 - 210032000b47373334363431 3/1/19 6:45,2a0023000147373334363431 3/4/19 18:40 ,210032000b47373334363431 3/1/19 6:45,5274.500917,70
2a0023000147373334363431 3/4/19 18:40 - 25004b000d50483553343720 3/1/19 6:39,2a0023000147373334363431 3/4/19 18:40 ,25004b000d50483553343720 3/1/19 6:39,5308.801843,71
2a0023000147373334363431 3/4/19 18:40 - 370029000d50483553343720 3/1/19 22:34,2a0023000147373334363431 3/4/19 18:40 ,370029000d50483553343720 3/1/19 22:34,5458.481097,72
2a0023000147373334363431 3/4/19 18:40 - 3.50028E+23 3/4/19 6:56,2a0023000147373334363431 3/4/19 18:40 ,3.50028E+23 3/4/19 6:56,5458.532531,73
2a0023000147373334363431 3/4/19 18:40 - 26001e000f47373334363431 3/1/19 22:10,2a0023000147373334363431 3/4/19 18:40 ,26001e000f47373334363431 3/1/19 22:10,5496.463017,74
2a0023000147373334363431 3/4/19 18:40 - 1e0028000d50483553343720 2/28/19 21:25,2a0023000147373334363431 3/4/19 18:40 ,1e0028000d50483553343720 2/28/19 21:25,5661.783208,75
2a0023000147373334363431 3/4/19 18:40 - 1a0032000147373334363431 2/28/19 21:24,2a0023000147373334363431 3/4/19 18:40 ,1a0032000147373334363431 2/28/19 21:24,5682.621521,76
1e0029000747373334363431 3/4/19 18:52 - 1e0029000747373334363431 3/4/19 18:52,1e0029000747373334363431 3/4/19 18:52 ,1e0029000747373334363431 3/4/19 18:52,0,1
1e0029000747373334363431 3/4/19 18:52 - 23005a000d50483553343720 3/4/19 19:44,1e0029000747373334363431 3/4/19 18:52 ,23005a000d50483553343720 3/4/19 19:44,1.986939924,2
1e0029000747373334363431 3/4/19 18:52 - 36001c001547373333353132 3/4/19 19:38,1e0029000747373334363431 3/4/19 18:52 ,36001c001547373333353132 3/4/19 19:38,45.10708466,3
